graph,emb,dim,param,exec_time,landmarks,best_alpha,best_div,best_div_ext,best_div_int,best_alpha_auc,best_auc,best_auc_err
sbm10k,n2v,22,9,80.63,1900,4.75,0.0056264582494101,0.0,0.0,5.25,0.1059999999999999,0.0134915785288453
sbm10k,n2v,24,9,87.96,1900,4.25,0.0045420630733349,0.0,0.0,6.75,0.0969999999999999,0.0129709210467105
sbm10k,n2v,26,9,80.3,1900,4.0,0.003316099463831,0.0,0.0,5.0,0.0909999999999999,0.0126050249979918
sbm10k,n2v,28,9,84.78,1900,4.0,0.0018178928239482,0.0,0.0,4.75,0.0865,0.0123197927823482
sbm10k,n2v,30,9,86.02,1900,3.75,0.0006627258622159,0.0,0.0,4.75,0.0859999999999999,0.0122874962136311
sbm10k,n2v,32,9,94.34,1900,3.75,0.0003922099226512,0.0,0.0,6.5,0.0789999999999999,0.0118218224990903
sbm10k,n2v,2,9,53.06,200,1.75,0.1342151430851144,0.0,0.0,4.5,0.3169999999999999,0.02039299705291
sbm10k,n2v,4,9,55.51,200,3.25,0.1110919452721242,0.0,0.0,6.75,0.2584999999999999,0.0191878769591635
sbm10k,n2v,6,9,53.09,200,4.5,0.070956899339904,0.0,0.0,7.0,0.2055,0.0177089959003891
sbm10k,n2v,8,9,51.91,200,4.5,0.0411139148089236,0.0,0.0,5.25,0.2085,0.0178040810546346
sbm10k,n2v,10,9,53.67,200,4.25,0.0286670156892538,0.0,0.0,6.25,0.172,0.0165394272210376
sbm10k,n2v,12,9,57.55,200,3.75,0.0204529439898982,0.0,0.0,3.25,0.1735,0.016596336891013
sbm10k,n2v,14,9,51.68,200,3.75,0.0142843845952697,0.0,0.0,5.0,0.1514999999999999,0.0157135138718238
sbm10k,n2v,16,9,54.03,200,3.5,0.0095405527451843,0.0,0.0,6.5,0.1464999999999999,0.0154975001274399
sbm10k,n2v,18,9,52.37,200,3.5,0.0087480310028142,0.0,0.0,5.25,0.137,0.015069774543768
sbm10k,n2v,20,9,53.89,200,3.25,0.0092545846708666,0.0,0.0,4.0,0.1254999999999999,0.01451920520552
sbm10k,n2v,22,9,52.98,200,3.0,0.0069679589952425,0.0,0.0,5.25,0.1155,0.0140081564739975
sbm10k,n2v,24,9,57.33,200,2.75,0.0058937152610509,0.0,0.0,5.0,0.1039999999999999,0.0133786332336304
sbm10k,n2v,26,9,56.34,200,2.75,0.0041551397921928,0.0,0.0,4.75,0.0959999999999999,0.0129110304468698
sbm10k,n2v,28,9,58.28,200,2.25,0.0029725139734066,0.0,0.0,3.5,0.0979999999999999,0.0130303889734727
sbm10k,n2v,30,9,56.53,200,2.0,0.0006755260456129,0.0,0.0,3.25,0.0995,0.0131188109141034
sbm10k,n2v,32,9,56.35,200,2.0,0.0013858648253108,0.0,0.0,2.75,0.0955,0.0128809248037553
sbm10k,n2v,2,9,76.34,2000,2.0,0.1341102248960166,0.0,0.0,4.0,0.3175,0.0204016017753508
sbm10k,n2v,4,9,91.19,2000,5.0,0.1100031959790763,0.0,0.0,6.5,0.248,0.0189267407865168
sbm10k,n2v,6,9,95.13,2000,6.75,0.0718989695258895,0.0,0.0,5.0,0.2125,0.0179285770489461
sbm10k,n2v,8,9,90.56,2000,6.5,0.0422980113254806,0.0,0.0,3.5,0.2099999999999999,0.0178510705561319
sbm10k,n2v,10,9,90.8,2000,5.75,0.0283765937026529,0.0,0.0,5.0,0.174,0.0166152056622841
sbm10k,n2v,12,9,83.04,2000,5.5,0.019197591041969,0.0,0.0,5.0,0.157,0.0159442717237257
sbm10k,n2v,14,9,91.78,2000,5.25,0.0132786854433163,0.0,0.0,5.75,0.142,0.0152977968609862
sbm10k,n2v,16,9,102.14,2000,5.25,0.0085591206188409,0.0,0.0,5.5,0.136,0.0150233712328491
sbm10k,n2v,18,9,91.6,2000,5.0,0.0079859575936926,0.0,0.0,5.0,0.136,0.0150233712328491
sbm10k,n2v,20,9,93.33,2000,4.5,0.007703236344698,0.0,0.0,5.5,0.1095,0.0136856394735503
sbm10k,n2v,22,9,87.08,2000,4.75,0.005577803267747,0.0,0.0,5.25,0.1045,0.0134070124860089
sbm10k,n2v,24,9,86.37,2000,5.0,0.0042292327962338,0.0,0.0,5.25,0.1005,0.013177247049365
sbm10k,n2v,26,9,90.64,2000,4.0,0.0033295424692192,0.0,0.0,5.5,0.0905,0.0125738048259069
sbm10k,n2v,28,9,82.36,2000,4.0,0.0018234055043493,0.0,0.0,4.75,0.0865,0.0123197927823482
sbm10k,n2v,30,9,83.95,2000,3.75,0.0006516679414728,0.0,0.0,4.75,0.0875,0.0123840169169781
sbm10k,n2v,32,9,100.78,2000,3.75,0.000677850595445,0.0,0.0,6.5,0.0765,0.0116490428018786
